Filename,exit_code,real_time,solve_real_time,SAT_verified
6d7c0deeffe06978367a90a10f608d59-SGI_30_60_28_30_1-dir.shuffled-as.sat05-438,10,90.75,90.75,0,90.75
6d9b2fef1a2d5d26c96d654d1d85d06d-ps_300_301_30,10,1332.58,1332.38,0,1332.58
6d9e8290f09c0784324a09aa29a60126-prime2209-94,10,2.33,2.32,0,2.33
6daadd8c6984d2a4d689ba3960e4e0c5-manthey_DimacsSorterHalf_37_8,10,21.79,21.79,0,21.79
6db155290e3a34927bf7e9615c8387b2-ACG-15-5p0,20,59.16,59.13,0,59.16
6db4b3f59a1e530ca5309d8a7544f5c3-color-19-4.shuffled-as.sat05-444,0,5000.02,5000.00,0,5000.02
6dd57612dab7692b8c38225bb852ce36-hwmcc15deep-6s516r-k18-sc2017,20,514.06,514.05,0,514.06
6ddb1d74448f67dbc7f9ce40023125df-smtlib-qfbv-aigs-bin_libsmbsharemodes_vc4322-tseitin,10,9.79,9.77,0,9.79
6ddc374684a00c5e37fa9c473cbace5e-lksat-n1000-m3730-k3-l5-s1971651595.used-as.sat04-931,20,56.37,56.37,0,56.37
6df8778d4e15c411df6a02def5d59b99-manol-pipe-c7bidw_i,20,43.20,43.19,0,43.20
6dfbcfdd1ca6377a961f212deff6c70c-vmpc_36.shuffled-as.sat05-1954,0,5000.01,5000.00,0,5000.01
6e1500f757b7f10445aa39234c7decc2-g2-T105.2.1,20,2571.22,2570.57,0,2571.22
6e1b970d637fca70d08b251766edade3-Nb8T61,10,872.70,872.66,0,872.70
6e1c06eca468c9f902053fe81e4c999c-prime2209-92,10,2.25,2.24,0,2.25
6e1c111742d14e4d610befefb8f7a735-IsoLator-6-23,0,5000.20,5000.01,0,5000.20
6e1d5ef3f8512c8260967d6f8add78ce-Sz512_15128_1.smt2-cvc4,10,599.63,599.62,0,599.63
6e1d60d158cb1b74f9405acce3075ae5-instance_n3_i3_pp_ci_ce,10,0.01,0.01,0,0.01
6e297bdb1c3f957f6333c37804805ecb-spg_200_301,20,65.80,65.71,0,65.80
6e3015f2ce1f17e4f2b81dae06d73eec-gus-md5-11,20,3460.76,3460.75,0,3460.76
6e508af94fbd33588e36e254f7834ea2-w08_10.shuffled,20,3.60,3.59,0,3.60
6e68e3fd6251386c31956f18364e2c96-connm-ue-csp-sat-n800-d-0.04-s1751189365.used-as.sat04-970,10,0.52,0.51,0,0.52
6e750852ac51df3a33499533ba056aed-rnd-v25-e188-k11,20,4198.31,4198.29,0,4198.31
6e789d6b080067f2ecf0b167b77fb80d-rand_net60-60-5.shuffled,20,0.04,0.03,0,0.04
6e808c491e0b4d6472313d74d408df7f-mrpp_6x6#20_10,20,26.29,26.28,0,26.29
6e858531064077cc8a0dfde91f272dff-ak128astepbg2msaig,10,0.89,0.71,0,0.89
6e8c0c5ccb66d98b738314d9e841ade0-e_rphp056_05,0,5000.02,5000.00,0,5000.02
6e8c9d4c7c9f9081dd9029e6436ff349-iso-brn006.shuffled-as.sat05-2700,10,0.15,0.15,0,0.15
6e9ded47ab8168922d7e78757649b830-Nb8T63,10,208.86,208.83,0,208.86
6eb1a684231ecfd5ba0617abfaa2c632-schur-triples-7-90,10,141.16,141.13,0,141.16
6eb486d72b1bfd46e22d20e366e85597-abw-X-can__715.mtx-w103,10,1161.37,1160.85,0,1161.37
6ecce39f68b219907e822849298b6eeb-mp1-ps_5000_21250_3_0_0.8_0_1.55_6,0,5000.01,5000.00,0,5000.01
6ee6e0675e127fa25583f5804f60fcc8-velev-live-2.0-02,20,8.29,8.28,0,8.29
6ee7df6102477fe00c6ba07a3e88ce2f-snw_13_9_preOpt_pre,10,7.71,7.69,0,7.71
6eed3c2be0974177f6c81d5ac8176f3e-fdmus_b20_498,20,0.02,0.02,0,0.02
6f0b265e2297268c31213e0b43154a2c-em_9_3_5_all,10,19.31,19.30,0,19.31
6f0e236c999de0a5e3c46fd3463b1d0d-rook-56-1-1,20,3266.22,3266.20,0,3266.22
6f24965c8737ff3f427c072958fe35b4-bevhcube4.shuffled-as.sat03-1426,20,0.19,0.19,0,0.19
6f2e03667738763b9eebea5ac3abe462-mp1-blockpuzzle_9x9_s7_free8,10,1698.70,1698.67,0,1698.70
6f2eb49b87902db54a6f281e47f0b983-dspam_dump_vc950,20,1.83,1.77,0,1.83
6f40bd5ac85e2a53b392d8f0369e7f1f-harder-fphp-016-015.sat05-1230.reshuffled-07,0,5000.03,5000.00,0,5000.03
6f442819f6086522c7e58ab49fb522db-hitag2-10-60-0-0xac23f1205f76343-96,20,3435.58,3435.57,0,3435.58
6f4c2d20e137e4f3ade0c95031ac0fde-eq.atree.braun.8.unsat,20,4.50,4.49,0,4.50
6f4df706246d29bf38adadd274fadab3-SGI_30_60_19_60_6-dir.shuffled-as.sat03-112,20,1084.69,1084.68,0,1084.69
6f4dfe868223578a93aa67ad8e39f96a-ibm-2002-19r-k100,10,15.39,15.36,0,15.39
6f64291d9d8e9d6e8dac003292aee7ed-hgen2-v400-s161064952.shuffled-as.sat03-1681,0,5000.01,5000.00,0,5000.01
6f680f99d6de739e8d8eab8a6a26dba5-SGI_30_60_28_50_8-log.shuffled-as.sat03-129,0,5000.02,5000.01,0,5000.02
6f6e3b3fb5648a96d0a42613afb67adf-SGI_30_70_16_90_5-log.shuffled-as.sat03-139,0,5000.01,5000.00,0,5000.01
6f6f7fe094a4c5f053473c53c22bb2b7-test_v7_r12_vr1_c1_s22787.smt2-cvc4,20,4275.48,4275.42,0,4275.48
6f82682182394eb554a47a55f6c4453e-newpol36-4,0,5000.38,5000.05,0,5000.38
6f82a1da85b09823250d2bd9b2f0dd8d-T96.2.0,20,445.05,444.78,0,445.05
6f8f8770f57cb1078836de8972d96283-rovers5_v01a.shuffled-as.sat05-4048,10,0.04,0.04,0,0.04
6f9d7d962beea74eddf5077eee7c1e24-grid-pbl-0100.shuffled-as.sat05-1346.shuffled-as.sat05-1346,20,0.08,0.07,0,0.08
6fac0a6ec09fabc6c9e0d6dcc1f0e0c1-AProVE09-22,10,0.14,0.13,0,0.14
6fbed10d0ff5bea497d26c08ad2f8009-scc_1213_40_10_3.apx_0,10,31.22,31.20,0,31.22
6ff4198f0afaa8cd07f0c33edb9f71e7-qwh.60.1692.shuffled-as.sat03-1658,10,111.82,111.80,0,111.82
6ff70a3aaf261b35b0b072f454a756be-crafted_n10_d6_c4_num9,20,65.34,65.30,0,65.34
6ff98b815c0ff57d92086702e7dd2829-urqh1c2x2.shuffled-as.sat03-1457,20,0.00,0.00,0,0.00
70098e87af7e1b512b50985e1b319e0c-ctl_4291_567_12_unsat_pre,20,348.89,348.88,0,348.89
700d5502beae6d0e9cac8bf7659c819e-crafted_n12_d6_c4_num8,20,206.05,205.97,0,206.05
7019380ece3206b1bbc6f544ce63c08d-g2-gss-32-s100,0,5000.04,5000.00,0,5000.04
701c96dc91c057c23026454520da2054-hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin,20,4.96,4.94,0,4.96
701fcca512472c9978327f0436e4d49f-satellite3_ks99i.renamed-as.sat05-3984,10,0.03,0.03,0,0.03
7029fb4ec7af44f5962539a33e55645e-bvsub_08985.smt2,20,483.25,483.22,0,483.25
7038ba74bfed733ed3d2338747864faa-fclqcolor-10-06-07.shuffled-as.sat05-1274,20,44.75,44.71,0,44.75
7038db784772628e70510df5f3a5ce91-q_query_3_l40_lambda,10,1.13,1.12,0,1.13
703dad1270c4e7fe6b814703754abd53-Composite-024BitPrimes-1.used-as.sat04-861,10,75.84,75.84,0,75.84
704097be50e430aeef935541e62f7ecd-mod2c-rand3bip-sat-180-2.shuffled-as.sat05-2429,10,0.84,0.69,0,0.84
7042dbc5432e4d78f81ec4041e10a387-mp1-blockpuzzle_9x9_s1_free8,10,260.93,260.91,0,260.93
705f6075b27775e03daf6e8d781cb953-shift1add.28943,20,1389.81,1389.77,0,1389.81
705fa7d68c47bb31cfc3f23735f36785-sted1_0x0-330,10,155.62,155.61,0,155.62
70628bc527228ff61fc0ebfc3a6ff20f-4g_5color_170_060_05,0,5000.04,5000.00,0,5000.04
707f23c84c45b87e05296869034e6dfd-factoring29986577x29986577,10,109.85,109.85,0,109.85
7083b70c1976162e2693d7a493717ffd-battleship-14-26-sat,10,48.93,48.92,0,48.93
708cf84971c0919fd60b0b2acdee4fc8-rbsat-v1375c111739g6,0,5000.01,5000.00,0,5000.01
708e12bf9d10d6fbfd329fbb21aaf2e4-rphp5_095_shuffled,0,5000.03,5000.00,0,5000.03
70903c09156674cc1b0c35794cfe3d06-20-100-lambda100-14_unsat,20,58.42,58.42,0,58.42
709902883991ae1fb3b83a7e64330816-manol-pipe-f9n,20,34.27,34.25,0,34.27
709d0994d0c356b339b051a8e62d998a-bv-term-small-rw_206.smt2,0,5000.01,5000.00,0,5000.01
70a6ecc229f6664d3dc2419c6f2dfdd8-le450_25a.col.25,0,5000.28,5000.24,0,5000.28
70a8711118d4eaf15674ebc71bfb7c35-sted1_0x0_n438-636,10,2701.03,2701.01,0,2701.03
70af2c3bfd44bcf9baa2a9605f4a17fe-gensys-icl002.shuffled-as.sat05-2714,20,3.88,3.88,0,3.88
70c6bd806e874f16b7c6c999c847fe7b-toughsat_24bits_0,10,141.47,141.46,0,141.47
70d67c4d9aeb1412df80f33a06121cb9-fermat-770131695059117,10,385.39,385.38,0,385.39
70dc3f80b9e937dd5db516b19615b6ec-barman-pfile10-040.sas.cr.17,20,12.02,11.95,0,12.02
70e89d28be96804ce2d19a4f1e30147a-SGI_30_80_18_90_3-log.shuffled-as.sat03-194,0,5000.01,5000.00,0,5000.01
70eb308d7e2e22d03b7ea6c39a4cbf58-4pipe_3_ooo,20,8.77,8.76,0,8.77
70ef2b6bdc4101a0e35cf3d165571fe3-qwh.50.1250.shuffled-as.sat03-1655,10,11.13,11.12,0,11.13
7101289c67f4c4ba117ad06ebb7d18a0-6s184,20,0.23,0.21,0,0.23
71270454196ae092b28d0a74300a85e1-Schur_161_5_d40,20,1457.82,1457.81,0,1457.82
712f343de1b9119452e2f65d64962fda-SGI_30_70_15_90_1-log.shuffled-as.sat03-137,0,5000.02,5000.01,0,5000.02
7143d6509c168869ea1d86638c9ca262-rphp4_095_shuffled,20,1292.00,1291.99,0,1292.00
714421c7bac197d52b4049df3ceb880a-ak128boothboothisc,20,4.47,4.17,0,4.47
7157b954177f0acb22dc454c5f6e7f54-289-sat-11x10,10,0.02,0.02,0,0.02
715e63fe287daf50c04c9ef51e88cad1-mrpp_4x4#6_5,20,0.02,0.02,0,0.02
715f24a25c666b1a4c9991b16b880ea6-HCP-506-60,10,106.49,106.47,0,106.49
71613f08039b4837884058caae8b14a1-rbsat-v760c43649g4,10,305.68,305.67,0,305.68
7162f7f1e18ff7e3010af4ca4396bd4e-E04N18,20,0.69,0.69,0,0.69
71659580721582507b1903ad9866b36a-Ptn-7824-b01,10,1447.38,1447.37,0,1447.38
7170bdf0763fdfef5ade500216f2261c-SGI_30_60_30_40_6-log.shuffled-as.sat03-135,20,4055.24,4055.23,0,4055.24
7199fad8a1e63c9e5c8a39298d529348-hgen8-n260-03-S722413478.shuffled-as.sat03-887,0,5000.01,5000.00,0,5000.01
71a0108c176924f74fa11cf3e26e31e3-MM-23-2-2-2-2-3,0,5000.03,5000.00,0,5000.03
71a17d039c1586c87dcb52b3150d0efe-slp-synthesis-aes-bottom25,0,5000.02,5000.00,0,5000.02
71b10fc5222528daf06c55b04bf7013e-LABS_n052_goal004,10,1254.20,1254.19,0,1254.20
71b2e3b3fe4ab92e7bc178a7df91195b-velev-engi-uns-1.0-5c1,20,3.68,3.67,0,3.68
71bca76153c6ee65b72a517fd658a42d-iso-brn100.shuffled-as.sat05-3025,10,0.03,0.03,0,0.03
71d83c2dbc7e4939889b57121e401210-term1_gr_rcs_w3.shuffled,20,0.01,0.01,0,0.01
71dbf7ab78ef93c3d491c67752f03fd1-hwmcc10-timeframe-expansion-k45-nusmvguidancep9-tseitin,20,3.70,3.69,0,3.70
71df282d6d7628f853fded448015fa73-fsf-300-354-2-2-3-2.107.opt,10,317.43,317.42,0,317.43
71f0b3190b8b37d31e4e800e749336da-quad_res_r34_m36,0,5000.01,5000.00,0,5000.01
71ffea57fecb071b6c4dbf220eacc056-g2-modgen-n200-m90860q08c40-3230,10,812.81,812.81,0,812.81
7217bd62528cf71d639224eecca2da86-icbrt2_32,20,8.13,8.13,0,8.13
72383aa59a94c147711058fe3dca1ceb-aes_128_3_keyfind_1,0,5000.02,5000.01,0,5000.02
7238c9b56aecfad5079a5c20fa363185-VanDerWaerden_pd_2-3-26_635,0,5000.03,5000.02,0,5000.03
724ab1ef267bd399a2aa8ad9a2fbc1c5-genurq6Sat.shuffled-as.sat03-1512.cnf.mis-112.debugged,0,5000.01,5000.00,0,5000.01
724bbc07dd2899d261dee10ef9dc7c0e-g2-T65.2.1,20,1142.25,1141.74,0,1142.25
72734030fb313d7a07168c18b5a61530-eq.atree.braun.7.unsat,20,0.79,0.78,0,0.79
7279929ad5026c568a5477fb144ea5ce-f7idw,20,27.86,27.85,0,27.86
727cd7c528ac106f134cc882c9202108-15pipe_q0_k,0,5000.54,5000.42,0,5000.54
7287f0df71a3c6ad7afde027a95f4210-rbsat-v945c61409g3,10,3776.08,3776.07,0,3776.08
728a7865fadb047278e71f96c403a0cf-SGI_30_80_18_80_2-dir.shuffled-as.sat03-191,0,5000.04,5000.00,0,5000.04
728d8551228f43ee4b1d76a516144e88-vmpc_26,10,146.20,146.19,0,146.20
728e6c35cb5a5a5f4efeeb1364f19d42-pb_400_02_lb_15,10,294.06,293.99,0,294.06
7297c62a2e86b2685de45c362e14a14d-g2-T75.2.0,20,160.79,160.69,0,160.79
72a033a7a86f1b89b1bdd8e28a97ecdf-frb80-14-1.used-as.sat04-879,0,5000.02,5000.00,0,5000.02
72a1b82b2c1f17b0e5e0d4a44937d848-fclqcolor-18-14-11.cnf.gz.CP3-cnfmiter,20,10.16,10.14,0,10.16
72b98682d24c8c75951745688d2f60ff-sat_prob_3,20,84.51,84.51,0,84.51
72ec79f110559ac053a0a38fe99ccacc-sgp_7-7-7.shuffled-as.sat05-2672,10,4878.77,4878.74,0,4878.77
73063c6257a4ffc29f5bea7028403a64-mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534,10,164.14,164.05,0,164.14
730ac66086ab89751ccb641b4e212230-arcfour_initialPermutation_6_15,20,556.86,556.83,0,556.86
73136fc8525998860da8e165ff184c74-ak128diagobg2asaig,10,0.83,0.62,0,0.83
7315f2782112ddf88ab55ffff1c898f6-Composite-064BitPrimes-0.shuffled-as.sat05-505,0,5000.02,5000.01,0,5000.02
73279b00b13e6099b1fd727378b0dcae-c880_gr_rcs_w6.shuffled,20,0.47,0.46,0,0.47
73290a2f525f7c1ce30e2367b09b3724-manthey_single-ordered-initialized-w46-b7,20,327.67,327.61,0,327.67
734a78295272210a1f9de7ed24dcc221-prime2209-64,10,1.24,1.23,0,1.24
734ee15e08f357d991d22b97b736d4c9-ibm-2004-06-k90,10,8.66,8.65,0,8.66
736af224b548adce3bcb424c612f2423-QG6-gensys-icl001.sat05-2695.reshuffled-07,20,5.46,5.46,0,5.46
736b31af61c207d0c53a79b203a35dd9-ndist.b.25988,10,0.40,0.29,0,0.40
737b724b2ad8eb756ab626d391f196a4-mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533,10,56.80,56.80,0,56.80
737cf0a935c8a03e609770c53e200e09-hwmcc10-timeframe-expansion-k50-nusmvguidancep1-tseitin,20,2.21,2.20,0,2.21
73932a9e85c1685fb2e923b5381674a3-pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf.mis-126.debugged,0,5000.01,5000.00,0,5000.01
7399b86263f8b97f37480968786d1a9a-aloul-chnl11-13,20,3732.43,3732.42,0,3732.43
739da33aba65ef3ed84d5ae40e88f49b-post-cbmc-aes-ele,20,13.21,13.19,0,13.21
73a166409ed9cf18d33c136c86d040e4-hitag2-8-60-0-0xa3b8497b8aad6d7-42,20,1917.94,1917.90,0,1917.94
73c31eee1466cf5e7195e9cf8f6b669a-Ptn-7824-b06,10,3355.36,3355.35,0,3355.36
73def4c8f18a27681197a626ebd973d8-traffic_fb_unknown,20,156.91,156.89,0,156.91
73e24a27a8d8582bb440f188d165f0f3-mp1-ps_5000_21250_3_0_0.8_0_1.55_8,0,5000.01,5000.00,0,5000.01
73e400916ac2689653babcafdbc0e0ce-frb59-26-2.used-as.sat04-892,0,5000.03,5000.00,0,5000.03
73e41f41b5d4c67e5a7885363aa1a478-6s126-opt,20,657.44,657.38,0,657.44
73e8c9cc0bbc1e0a366a86777b2a893e-prime2209-86,10,1.46,1.45,0,1.46
73eea2912e1b5e74d971903952a97208-counting-harder-php-014-013.sat05-1187.reshuffled-07,0,5000.04,5000.03,0,5000.04
740c8cd57e6905ad61fcd57d8f3521c6-IsoLator-6-27,0,5000.26,5000.02,0,5000.26
740e92f74d485a285242d8c4a437b084-marg3x4.shuffled-as.sat03-1451,20,0.20,0.20,0,0.20
742d3f612b1d0589ed024ba87dffe3c5-dp02u01.shuffled,20,0.00,0.00,0,0.00
74313b5880d5aad029aa8f0ef4e827b4-sdiv15prop,20,196.97,196.97,0,196.97
7437762a1b3016db108a632a512e2264-satellite2_v01a.renamed-as.sat05-3987,10,0.02,0.02,0,0.02
744199dff0b9d2fc6f3f5b73d0f924c1-simon-mixed-s02bis-05,20,82.08,82.08,0,82.08
744229dd56cb41a2519a3acd07ca12ee-manol-pipe-c7b,20,3.20,3.19,0,3.20
7449b6a70e4da8e8e488c184352797a6-hwmcc10-timeframe-expansion-k50-bc57sensorsp0neg-tseitin,20,1.31,1.30,0,1.31
744dfef6f3d807b4ce5fa128c7584aeb-C210_FW_UT_8630,20,0.02,0.02,0,0.02
7461e82d0e1e02369585201edc40bc1d-gensys-ukn001.shuffled-as.sat05-3235,10,0.05,0.04,0,0.05
74766364fa7ae46db4971db9a871b1bf-VanDerWaerden_pd_2-3-19_339,20,12.29,12.28,0,12.29
747af0c580bcd617c34790329f75b86d-mizh-sha0-35-4,10,37.46,37.45,0,37.46
7499847c9ffc5b7f60e8ee68573ecc2d-maxand128,20,85.43,85.42,0,85.43
74a7c2b5fbcf433b1bac43748c09e0ff-TT7F-34-24D,0,5000.03,5000.00,0,5000.03
74b3e623f7c3a6b4a455a690cd95a3ba-bqwh.40.reg.520.sat05-433.reshuffled-07,0,5000.02,5000.00,0,5000.02
74b45cea1e5113940db794e66cdba4e0-manthey_single-ordered-initialized-w52-b6,20,599.26,599.25,0,599.26
74b6a718a7c26b0189dc1377d2d5eb50-AProVE09-24,10,7.73,7.72,0,7.73
74de05ee22b18a5d3ed12148b791bac7-LABS_n053_goal004,10,2205.01,2204.99,0,2205.01
75429ff7acb5acb597abe01aa745c2a6-mod2-rand3bip-sat-250-3.shuffled-as.sat05-2220,10,70.07,70.07,0,70.07
754570c833be996f1d7674bb112fcc07-fclqcolor-25-16-17.shuffled-as.sat05-1279,0,5000.02,5000.00,0,5000.02
7586d7569f2b20dead0a25013318f93b-magicSquare-8_glb,10,81.66,81.65,0,81.66
75ae63ed27c22c2385867ad8074fd037-rbsat-v760c43649gyes6,10,0.93,0.92,0,0.93
75c75e96c77a14029e4a6555b00fe22c-gto_p60c235,20,322.74,322.73,0,322.74
75d7d42dedd8bcaba2b6f9826574ac42-6s123,20,5.78,5.31,0,5.78
75d8705ab6a8acffe29585e95268acc0-sted5_0x0-50,10,63.93,63.89,0,63.93
75e0c8b167b220c2aecb64c9e265c949-velev-pipe-sat-1.0-b10,10,33.42,33.29,0,33.42
75ebc3b161329b03dfa12c164513ad5d-sv-comp19_prop-reachsafety.newton_3_7_false-unreach-call_true-termination.i-witness,10,379.46,379.41,0,379.46
75f4fa1c541a7012c0a26e8dc4919785-gripper13.used-as.sat04-425,10,14.82,14.82,0,14.82
760bb3dd8f0b01339f22ea2d97dddebc-rope_0200.shuffled,20,1.41,1.41,0,1.41
760d32fe356e344f46a97fed6f51687b-abw-N-bcsstk07.mtx-w44,20,1940.88,1940.71,0,1940.88
760dc075255ef6e22175640f72f6fd73-jkkk-random-132906006493326-10-10-35-SUM-sat,10,29.31,29.29,0,29.31
762ebabad9bbf08c69f0c4e3d39fdf5b-4pipe_1_ooo,20,11.63,11.62,0,11.63
7648e7535048c017a829563414edd3ab-bvadd_27079,20,960.75,960.70,0,960.75
76951f9f14004331d8c6f80e1c56bfd9-Urquhart-s4-b2.shuffled,20,319.60,319.59,0,319.60
76a3cb7644b4b47135b9ac9e2e374982-2000009987fw.shuffled-as.sat03-1664,20,4.25,4.25,0,4.25
76a71a4ce467e08040f559fc659f9ae4-EDP3-17000,0,5000.08,5000.00,0,5000.08
76ac1a61a8fa913ac18241b29b6d47ee-eqspctbk12bpwtrc12,0,5000.01,5000.00,0,5000.01
76b123949b3de136ea1a69824671cb96-6s9,20,0.23,0.21,0,0.23
76b27a4863118e323d43bb7eef0d04be-mp1-ps_5000_21250_3_0_0.7_0_1.50_8,0,5000.02,5000.00,0,5000.02
76caddb98c62b82b3c46282573cebc54-em_8_4_5_all,10,4.04,4.04,0,4.04
76df662ce5a0c0266f3d373b42eb59fc-x1_56.shuffled-as.sat03-1593.cnf.mis-109.debugged,0,5000.01,5000.00,0,5000.01
770180d477dbbf2d68c8812bb0a235e5-fclqcolor-20-15-12.cnf.gz.CP3-cnfmiter,20,19.43,19.40,0,19.43
77130c1a328111484093506d84bff825-hgen8-n320-02-S1127428711.sat05-484.reshuffled-07,0,5000.04,5000.03,0,5000.04
771a71682b3921a1d570c0a761eae604-lksat-n900-m6174-k4-l4-s1248752198.used-as.sat04-927,20,20.11,20.11,0,20.11
772102b16ea3acaf7b516714b146b6ca-13pipe_k,0,5000.19,5000.00,0,5000.19
772769f39aa2dc207054a2713672a743-battleship-10-19-sat,10,0.08,0.08,0,0.08
772df42aad13b37340a40bffd859f0a5-48bits_13.dimacs,10,599.26,599.25,0,599.26
774fdbba16952371ab672b1fd38d8c53-c7b_s,20,0.05,0.05,0,0.05
775803ab21bb3a579d6d55de284d9677-gus-md5-16,0,5000.02,5000.01,0,5000.02
7776575d632336be100c3d8591ef7134-dated-10-11-u,20,96.49,96.48,0,96.49
77988352fe5f73004c6f4a0d7378f79c-Ptn-7824-b15,10,320.14,320.14,0,320.14
77a0ff05f77e03cfe3261b41143edaa3-dist4.c,20,55.05,55.05,0,55.05
77a703b7b8e0af5b2e24f8c6f755db0d-transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.010-NOTKNOWN,20,7.04,7.02,0,7.04
77b103479539a71c9fe27ac5333eea89-huck.col.11,20,67.45,67.44,0,67.45
77b18f227ee94d32a489a552abd8ee6b-bart10.shuffled,10,0.01,0.01,0,0.01
77c5b572d4eb78766331a6f27e61ecd7-ctl_4291_567_5_unsat,0,5000.02,5000.00,0,5000.02
77cec45f73664612b39964d16a695de4-manthey_single-ordered-initialized-w44-b9,20,303.98,303.97,0,303.98
77d04e6c100842652369f337bde0840e-pb_300_10_lb_07,20,73.92,73.89,0,73.92
77d8d18a001b2f7ae4208299ddcf1422-ssAES_4-4-8_round_7-10_faultAt_8_fault_injections_2_seed_1579630418,10,747.01,746.99,0,747.01
77e007986333e2012cc02cfbf055ec26-toughsat_factoring_958s,10,106.96,106.95,0,106.96
77f2ff6b224e8f65ada066a8a11f82ea-complete-500-0.1-8-9876543215008,10,0.09,0.08,0,0.09
780b0c9b5aed38a127f61c6aae7287aa-rbsat-v1375c111739gyes10,0,5000.03,5000.00,0,5000.03
7816bac482d94316c17bacc4299ebfcc-fdmus_b21_481,20,0.04,0.04,0,0.04
7831baf269a9cbbb45799f8b69de607e-Schur_160_5_d38-sc2016,10,484.92,484.91,0,484.92
7841aa2e0f9e8126dbc5719068789db9-rbsat-v1150c84314gyes1,0,5000.03,5000.00,0,5000.03
7853e2d2e64015f2aa08678e5c43a339-vlsat2_702_14170,0,5000.29,5000.10,0,5000.29
78592b2e0120f520bcdec4099593297b-manthey_single-ordered-initialized-w22-b6,20,0.22,0.21,0,0.22
787fd7b0f4d779fdabfbbd3dd29f8db4-battleship-4-6-unsat,20,0.00,0.00,0,0.00
7882d223c35d697cb9e069b37bac4349-rbsat-v2640c305320gyes10,0,5000.04,5000.00,0,5000.04
788324d8c7c764e421f1018aaad3a40e-fphp-030-030.shuffled-as.sat05-1206,10,0.01,0.01,0,0.01
7898e4cb7c071c91f36319399d0c6933-9-4-10,0,5000.07,5000.01,0,5000.07
789adf1d7c739d75dbcddab91911ff39-grid-pbl-0200.shuffled-as.sat05-1339.shuffled-as.sat05-1339,10,0.29,0.29,0,0.29
789c5aeeb725fc0c8465ac59368247ec-rphp4_150_shuffled,0,5000.03,5000.00,0,5000.03
78b0cfff7367332d38fd7c6a30be312c-prime2209-71,10,1.75,1.74,0,1.75
78b4757f584ac49ad29c072fc02fabb2-ktf_TF-1.tf_4_0.06_101,10,21.14,21.13,0,21.14
78bb5dc48b6b5cd47feb6c5eab421d9b-hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin,20,9.47,9.45,0,9.47
78c0f04b60deeeac80f9d4a3b73d84b0-hcp_r20_20,10,10.40,9.25,0,10.40
78d29bfcfc6604bfe7b669256715af15-Ptn-7824-b10,10,1521.43,1521.42,0,1521.43
78d8140d9ecf62492911a1ec73a06212-depots1_v01i.renamed-as.sat05-3947,10,0.00,0.00,0,0.00
78e1a4450067e056c01c737a3dc1e663-SGI_30_60_25_40_2-log.shuffled-as.sat03-121,0,5000.02,5000.01,0,5000.02
78e6490da1818f3555e816f6fbd43dcb-sokoban-p20.sas.ex.17-sc2016,0,5000.09,5000.01,0,5000.09
78fe33e93ff0e625c0d1662aed6c8a60-sted5_0x1e3-40,0,5000.02,5000.00,0,5000.02
790152d13323c14a7a1f0759ae3b5c28-mp1-bsat210-739,20,2913.05,2913.04,0,2913.05
791415d8a85d0bfc67dd2d3d4edcac7c-g2-ak128simpbbg1sbisc,10,0.81,0.58,0,0.81
791a804de9e9cf131322134798e7be9b-rbsat-v1150c84314gyes3,0,5000.01,5000.00,0,5000.01
7927727cdd6b4346d77112510631721f-manthey_DimacsSorterHalf_37_6,10,79.52,79.52,0,79.52
792a9722ea61f5161d7b2e605098538b-total-10-15-s-sc2007,10,65.89,65.87,0,65.89
792b33e1963e294682d2188f36554008-baseballcover12with24_and2positions,10,602.48,602.40,0,602.48
792ed879d82e396029a82481fc05d028-E13N10,20,0.07,0.07,0,0.07
793b70036f55b2ed4ce49bb7cd2647ce-sokoban-p20.sas.ex.15-sc2016,0,5000.09,5000.00,0,5000.09
79453d00354105c4a114593a36724ddf-gss-33-s100-sc2009,0,5000.02,5000.01,0,5000.02
7948e49f890a013bd25e63938e096ac0-blocks-blocks-37-1.140-NOTKNOWN,10,153.80,153.63,0,153.80
7953ba88bdbe01cf541a87936da7138a-g125.shuffled,10,2008.75,2008.72,0,2008.75
795a71e969aad84596bc5a6c25b2a783-logistics-rotate-08t5.shuffled-as.sat05-1138,20,1.37,1.36,0,1.37
79630911f8f7388a9c2f574b5fb35b9c-test_v5_r5_vr1_c1_s15604.smt2-stp212,10,14.20,14.18,0,14.20
7964a077954f880cf9b8a0a6cdc3fcec-jkkk-random-132906006148277-10-10-34-SUM-sat,10,142.08,142.06,0,142.08
796aa4fc486e799b3a9b0c3d47300355-clqcolor-25-16-17.shuffled-as.sat05-1255,0,5000.03,5000.00,0,5000.03
79a44aeb93e3024327f3f0a623fefdc3-grieu-vmpc-31,10,2687.06,2687.05,0,2687.06
79b054e88ec398feb4de4292fd52a8d6-rbsat-v1820c171155gyes6,0,5000.02,5000.00,0,5000.02
79b8367e104560d2446fc9a5e2b86af2-MUS-v320-1,20,2852.21,2852.21,0,2852.21
